Please select your gender.,Please enter your current age.,How long is the Korean language learning period?,Where did you learn Korean? (Multiple choices possible),"If you selected 'Self-study', how did you learn Korean? (Multiple selections possible)",Have you ever taken the TOPIK exam?,How many times did you take the exam in total?,What is the most recent TOPIK you took?,What is the most recent TOPIK grade you took?,What is your purpose for taking the exam? (Multiple choices possible),Have you ever seen past TOPIK exam questions?,How did you study the past exam questions?,exam_time_sufficiency,question_count_rating,"	question_diversity_rating",instruction_clarity_score,listening_appropriateness_score,reading_appropriateness_score,writing_appropriateness_score,speaking_assessment_score,Please feel free to write down any suggestions you have regarding the exam.,
male,26,more than 2 years,"Self-study, Korean Education Center, KLECH, GREEN ACADEMY, THE KOREAN SCHOOL","Korean language learning books, Korean online content",there is,1,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture",,,,5,4,,,,5,,"",
male,21,Less than 6 months,Korean Education Center,,does not exist,,,,,there is,TOPIK Homepage,2,3,,2,4,4,,,"",
female,18,6 months to 1 year,"Self-study, Korean Education Center, Sejong Institute","Korean language learning books, help from Korean friends, online Korean content",does not exist,,,,,there is,"TOPIK website, Korean language learning books",2,3,4,4,3,3,3,1,"",
female,27,1 year to less than 1 year and 6 months,love of learning,,there is,3,TOPIK PBT,TOPIK II,Employment,,,3,3,,4,3,3,3,,"",
female,23,1 year to less than 1 year and 6 months,university,Korean language learning book,there is,No. 1,TOPIK PBT,TOPIK II,Employment,,,2,3,2,2,1,1,5,4,".",
female,30,1 year to less than 1 year and 6 months,university,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,22,1 year to less than 1 year and 6 months,middle school,,does not exist,,,,,there is,Online content,2,3,4,3,5,4,3,4,"",
female,23,more than 2 years,"High school, university",,there is,It is number 5.,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,3,3,3,5,4,3,4,4,"",
female,24,more than 2 years,university,"Korean language learning books, Korean online content, Korean language learning applications",there is,I took the exam twice.,TOPIK PBT,TOPIK II,Study in Korea,,,2,2,3,4,4,5,,3,"The exam questions cover a wide range of topics and are numerous, so I wish the exam time were longer. Thank you.",
female,20,more than 2 years,"Self-taught, university",Korean online content,does not exist,,,,,does not exist,,,,,,,,,,"",
female,20,Less than 6 months,Sejong Institute,,does not exist,,,,,there is,Korean language learning book,2,3,4,,4,1,,3,"No questions",
female,20,6 months to 1 year," Self-study, Korean Education Center, YouTube",Korean online content,there is,No. 2,TOPIK PBT,TOPIK I,"Studying in Korea, Checking Korean Language Skills",,,,5,4,3,,,4,3,"",
male,23,6 months to 1 year,university,Korean language learning application,does not exist,,,,,,,2,4,,4,5,,1,2,"",
female,24,1 year to less than 1 year and 6 months,high school,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,37,more than 2 years,university,,there is,I did it about four times.,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,,3,5,4,,3,3,5,"",
female,28,more than 2 years,Korean Education Center,"Korean language learning books, Korean online content",does not exist,,,,,does not exist,,,,,,,,,,"doesn't exist",
female,26,Less than 6 months,love of learning,"Korean language learning books, Korean online content, Korean language learning applications",there is,5,TOPIK PBT,TOPIK II,"Verification of Korean language proficiency, interest in the Korean language and culture, employment",,,4,,3,1,1,2,5,5,"",
female,25,Less than 6 months,university,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,there is,"Online content, help from a Korean friend",4,,4,3,1,4,3,,"",
female,23,1 year to less than 1 year and 6 months,Korean Education Center,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,30,more than 2 years,university,,does not exist,,,,,,,3,,4,1,4,5,1,1,"",
female,26,more than 2 years,university,,there is,3,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,4,4,3,3,4,4,,"",
female,16,1 year to less than 1 year and 6 months,Korean Education Center,,there is,It is number 5.,TOPIK PBT,TOPIK II,Study in Korea,does not exist,,4,4,3,,3,,,3,"",
female,25,1 year 6 months to less than 2 years,Korean Education Center,"Korean language learning books, Korean online content",does not exist,,,,,does not exist,,,,,,,,,,"",
female,26,6 months to 1 year,university,,there is,6,TOPIK PBT,TOPIK II,Check your Korean skills,,,3,,3,5,1,3,3,1,"",
male,22,6 months to 1 year,love of learning,,does not exist,,,,,there is,Online content,,5,5,5,2,5,4,,"",
female,20,1 year 6 months to less than 2 years,high school,Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"",
female,25,more than 2 years,"High school, university",Korean language learning book,there is,5,TOPIK PBT,TOPIK I,"Studying in Korea, Checking Korean Language Skills",,,,,4,4,3,3,,5,"",
male,29,1 year to less than 1 year and 6 months,"Universities, Korean Education Centers","Korean language learning books, Korean language learning applications",does not exist,,,,,does not exist,,,,,,,,,,"",
female,25,6 months to 1 year,Korean Education Center,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,there is,Online content,2,4,4,4,,3,,3,"",
female,21,1 year 6 months to less than 2 years,"Self-study, university, Korean Education Center",Help from a Korean friend,does not exist,,,,,there is,TOPIK Homepage,2,5,,4,4,3,3,,"",
male,24,6 months to 1 year,Korean Education Center,Help from a Korean friend,there is,2,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language skills, employment",,,2,3,4,3,3,3,3,4,"",
female,26,Less than 6 months,"Self-study, Korean Education Center",Korean language learning application,there is,1,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,5,5,5,3,3,3,4,,"",
female,33,more than 2 years,"Self-study, Korean Education Center",,does not exist,,,,,does not exist,,,,,,,,,,"",
female,30,1 year to less than 1 year and 6 months,university,,there is,99,TOPIK PBT,TOPIK I,Study in Korea,does not exist,,2,3,4,3,3,4,3,3,"",
female,28,6 months to 1 year,Korean Education Center,"Korean language learning books, Korean language learning applications",there is,No. 1,TOPIK PBT,TOPIK I,Study in Korea,,,3,4,5,1,5,2,2,4,"",
male,28,more than 2 years,university,Korean language learning application,there is,5,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,,4,4,4,3,,,3,"",
female,23,1 year to less than 1 year and 6 months,"Self-taught, university",Korean language learning application,does not exist,,,,,there is,"Korean language learning books, Korean language learning apps, online content",3,4,4,3,3,3,4,,"",
female,32,Less than 6 months,university,Korean language learning book,does not exist,,,,,there is,Korean language learning book,3,,5,2,,5,,1,"",
female,28,Less than 6 months,university,"Korean language learning books, help from Korean friends, online Korean content, Korean language learning applications",does not exist,,,,,does not exist,,,,,,,,,,"",
female,27,6 months to 1 year,Korean Education Center,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,20,more than 2 years,love of learning,Help from a Korean friend,does not exist,,,,,does not exist,,,,,,,,,,"",
female,31,1 year 6 months to less than 2 years,middle school,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,24,more than 2 years,university,Korean online content,there is,6,TOPIK IBT,TOPIK II,Check your Korean skills,,,2,4,4,3,4,4,4,1,"doesn't exist",
female,23,6 months to 1 year,"Self-taught, university",,there is,It is number 5.,TOPIK PBT,TOPIK II,"Studying in Korea, interest in the Korean language and culture",,,1,3,5,3,4,3,4,5,"doesn't exist",
female,20,6 months to 1 year,"Self-study, Korean Education Center","Korean language learning books, Korean online content, Korean language learning applications",there is,1,TOPIK PBT,TOPIK II,Study in Korea,,,,,5,4,1,,3,3,"",
female,25,Less than 6 months,"Universities, Korean Education Centers",Korean online content,does not exist,,,,,there is,Korean language learning book,2,3,3,4,4,,4,3,"",
female,22,Less than 6 months,Sejong Institute,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,,,,,3,5,4,,4,3,"",
female,29,more than 2 years,"Self-study, Korean Education Center",Korean language learning book,there is,5,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,3,3,,4,3,,"",
female,21,more than 2 years,Korean Education Center,Korean online content,does not exist,,,,,does not exist,,,,,,,,,,"",
female,21,6 months to 1 year,university,"Korean language learning books, Korean online content",does not exist,,,,,there is,"Korean language learning books, online content",,3,3,2,3,1,5,,"doesn't exist",
male,30,more than 2 years,university,,there is,3,TOPIK PBT,TOPIK II,"Studying in Korea, interest in the Korean language and culture",,,2,3,4,4,,,,1,"doesn't exist",
male,30,more than 2 years,Korean Education Center,Korean language learning book,there is,It is number 5.,TOPIK PBT,TOPIK II,Study in Korea,,,2,3,,4,3,3,,2,"",
female,43,more than 2 years,"Self-study, Korean Education Center, Sejong Institute",Korean language learning book,there is,1,TOPIK PBT,TOPIK II,"Checking Korean language skills, employment",,,,,4,4,3,4,4,1,"",
female,20,Less than 6 months,Korean Education Center,"Korean language learning books, Korean online content",does not exist,,,,,does not exist,,,,,,,,,,"",
female,28,more than 2 years,university,,there is,2,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,4,4,3,3,3,5,"",
female,25,6 months to 1 year,Korean Education Center,,there is,3rd,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,4,3,5,,4,4,,3,"",
female,29,more than 2 years,love of learning,,there is,1,TOPIK PBT,TOPIK II,Employment,does not exist,,2,4,4,1,,4,5,4,"",
female,38,more than 2 years,university,,does not exist,,,,,,,4,3,4,,3,5,5,3,"",
female,24,6 months to 1 year,university,"Korean language learning books, help from Korean friends, online Korean content",does not exist,,,,,,,,4,,3,4,3,3,3,"",
female,20,6 months to 1 year,"High school, university",,does not exist,,,,,does not exist,,,,,,,,,,"",
female,26,Less than 6 months,"Self-study, Korean Education Center, Sejong Institute",,there is,2,TOPIK PBT,TOPIK I,"Studying in Korea, verifying Korean language skills, employment",,,1,5,,3,4,,,,"",
female,22,6 months to 1 year,university,"Korean language learning books, Korean online content",does not exist,,,,,there is,Korean language learning book,4,5,5,5,1,,5,3,"",
male,30,more than 2 years,Korean Education Center,"Korean language learning books, help from Korean friends, online Korean content",there is,6,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, marriage and migration, employment",,,5,4,1,,4,1,5,,"",
female,21,more than 2 years,love of learning,Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"",
female,21,6 months to 1 year,"Self-study, Korean Education Center","Korean language learning books, help from Korean friends, online Korean content",does not exist,,,,,there is,TOPIK Homepage,1,,5,4,3,3,3,,"",
female,34,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center",,there is,I don't remember several times.,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language skills, employment",,,2,,5,4,4,3,4,5,,
female,26,Less than 6 months,university,"Korean language learning books, Korean online content",there is,5,TOPIK PBT,TOPIK II,Check your Korean skills,,,3,3,,4,3,5,,1,"doesn't exist",
female,21,Less than 6 months,"Universities, Korean Education Centers",Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"",
female,28,6 months to 1 year,"Universities, Korean Education Centers","Korean language learning books, Korean online content",there is,1,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,2,4,3,2,1,5,1,1,"",
female,23,Less than 6 months,Korean Education Center,"Korean language learning books, Korean online content",there is,Number 2,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,4,4,3,3,3,3,1,"",
female,27,more than 2 years,"Self-study, Korean Education Center","Korean language learning books, help from Korean friends, online Korean content",does not exist,,,,,does not exist,,,,,,,,,,"doesn't exist",
female,29,more than 2 years,Korean Education Center,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,21,more than 2 years,university,Korean language learning book,there is,3rd,TOPIK PBT,TOPIK II,Check your Korean skills,,,1,3,4,,3,3,3,5,"",
female,26,more than 2 years,Korean Education Center,"Korean language learning books, Korean online content",there is,99,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,4,1,,5,,3,"",
